6602.824,1.0
6602.825,1.0
6602.826,1.0
6602.827,1.0
6602.828,1.0
6602.829,1.0
6602.83,1.0
6602.831,1.0
6602.832,1.0
6602.833,1.0
6602.834,1.0
6602.835,1.0
6602.836,1.0
6602.837,1.0
6602.838,1.0
6602.839,1.0
6602.84,1.0
6602.841,1.0
6602.842,1.0
6602.843,1.0
6602.844,1.0
6602.845,1.0
6602.846,1.0
6602.847,1.0
6602.848,1.0
6602.849,1.0
6602.85,1.0
6602.851,1.0
6602.852,1.0
6602.853,1.0
6602.854,1.0
6602.855,1.0
6602.856,1.0
6602.857,1.0
6602.858,1.0
6602.859,1.0
6602.86,1.0
6602.861,1.0
6602.862,1.0
6602.863,1.0
6602.864,1.0
6602.865,1.0
6602.866,1.0
6602.867,1.0
6602.868,1.0
6602.869,1.0
6602.87,1.0
6602.871,1.0
6602.872,1.0
6602.873,1.0
6602.874,1.0
6602.875,1.0
6602.876,1.0
6602.877,1.0
6602.878,1.0
6602.879,1.0
6602.88,1.0
6602.881,1.0
6602.882,1.0
6602.883,1.0
6602.884,1.0
6602.885,1.0
6602.886,1.0
6602.887,1.0
6602.888,1.0
6602.889,1.0
6602.89,1.0
6602.891,1.0
6602.892,1.0
6602.893,1.0
6602.894,1.0
6602.895,1.0
6602.896,1.0
6602.897,1.0
6602.898,1.0
6602.899,1.0
6602.9,1.0
6602.901,1.0
6602.902,1.0
6602.903,1.0
6602.904,1.0
6602.905,1.0
6602.906,1.0
6602.907,1.0
6602.908,1.0
6602.909,1.0
6602.91,1.0
6602.911,1.0
6602.912,1.0
6602.913,1.0
6602.914,1.0
6602.915,1.0
6602.916,1.0
6602.917,1.0
6602.918,1.0
6602.919,1.0
6602.92,1.0
6602.921,1.0
6602.922,1.0
6602.923,1.0
6602.924,1.0
6602.925,1.0
6602.926,1.0
6602.927,1.0
6602.928,1.0
6602.929,1.0
6602.93,1.0
6602.931,1.0
6602.932,1.0
6602.933,1.0
6602.934,1.0
6602.935,1.0
6602.936,1.0
6602.937,1.0
6602.938,1.0
6602.939,1.0
6602.94,1.0
6602.941,1.0
6602.942,1.0
6602.943,1.0
6602.944,1.0
6602.945,1.0
6602.946,1.0
6602.947,1.0
6602.948,1.0
6602.949,1.0
6602.95,1.0
6602.951,1.0
6602.952,1.0
6602.953,1.0
6602.954,1.0
6602.955,1.0
6602.956,1.0
6602.957,1.0
6602.958,1.0
6602.959,1.0
6602.96,1.0
6602.961,1.0
6602.962,1.0
6602.963,1.0
6602.964,1.0
