1755528979,0.0
1755528980,0.0
1755528981,0.0
1755528982,0.0
1755528984,0.0
1755528985,0.0
1755528986,0.0
1755528987,0.0
1755528988,0.0
1755528989,0.0
1755528991,0.0
1755528992,0.0
1755528993,0.0
1755528994,0.0
1755528995,0.0
1755528996,0.0
1755528998,0.0
1755528999,0.0
1755529000,0.0
1755529001,0.0
1755529002,0.0
1755529003,0.0
1755529005,0.0
1755529006,0.0
1755529007,0.0
1755529008,0.0
1755529009,0.0
1755529010,0.0
1755529012,0.0
1755529013,0.0
1755529014,0.0
1755529015,0.0
1755529016,0.0
1755529017,0.0
1755529019,0.0
1755529020,0.0
1755529021,0.0
1755529022,0.0
1755529023,0.0
1755529024,0.0
1755529026,0.0
1755529027,0.0
1755529028,0.0
1755529029,0.0
1755529030,0.0
1755529031,0.0
1755529033,0.0
1755529034,0.0
1755529035,0.0
1755529036,0.0
1755529037,0.0
1755529038,0.0
1755529040,0.0
1755529041,0.0
1755529042,0.0
1755529043,0.0
1755529044,0.0
1755529045,0.0
1755529047,0.0
1755529048,0.0
